lamp_id,lon,lat
5907,19.899135469459004,50.07404343940157
5908,19.891393063589923,50.07505283463958
5909,19.898210107348856,50.073055326104146
5910,19.88871776964516,50.073520120609594
5911,19.89167737774551,50.073279762161626
5912,19.892042158171524,50.07320401779946
5913,19.89243912510573,50.073124830383826
5914,19.895561216399074,50.07260150156654
5915,19.893560288473967,50.072949240430475
5916,19.892755625769485,50.07308351515851
5917,19.897116897627715,50.072429352680906
5918,19.897546051070083,50.07242935268095
5919,19.89802884869277,50.07245345356213
5920,19.898549197241667,50.072446567597304
5921,19.902019975706924,50.0731420450505
5922,19.904149649664763,50.073145487983076
5923,19.904428599402316,50.07316614557351
5924,19.904290675185617,50.072788497593294
5925,19.899251936003573,50.0758790984469
5926,19.89620861364528,50.0783301563848
5927,19.896553633734587,50.078072071254645
5928,19.89703106693924,50.07766928785037
5929,19.898661850020297,50.0781615782183
5930,19.89860284142195,50.07786207349172
5931,19.8985384684056,50.07754535381446
5932,19.898474095389247,50.07722518940551
5933,19.8967360239476,50.075373013554625
5934,19.896693108603362,50.075090705375416
5935,19.89660727791488,50.07473953922309
5936,19.896516082808372,50.07432639928061
5937,19.896387336775657,50.07395801316317
5938,19.896172760054473,50.07369979690771
5939,19.90001904778182,50.0776451895907
5940,19.900169251486663,50.07786207349171
5941,19.89997231867164,50.07962572489715
5942,19.899793742224574,50.07865730606824
5943,19.90197056438774,50.07856715455324
5944,19.90575995994731,50.08222869730164
5945,19.9006509175524,50.07971178649934
5946,19.899924038909376,50.079441552549355
5947,19.901134846732013,50.07834747676268
5948,19.90730279590934,50.07821601386204
5949,19.90637051872909,50.076316323950806
5950,19.89837979897857,50.080968483446064
5951,19.89833462052047,50.08079507370543
5952,19.898291705176227,50.08055754867541
5953,19.898232696577907,50.08017888315052
5954,19.897555648349226,50.07930729562567
5955,19.897606610320512,50.07952933571926
5956,19.897772907279435,50.08032970426628
5957,19.897813140414645,50.08053452761809
5958,19.897874831221994,50.08079614945016
5959,19.896040200255804,50.081698045347345
5960,19.890568493865437,50.08132283117646
5961,19.890506803058088,50.081171367743345
5962,19.890437065623697,50.08135897578863
5963,19.890356599353247,50.081200627762065
5964,19.890825985930853,50.08284088142365
5965,19.89084207918496,50.083102490669006
5966,19.89031368400902,50.0813865145225
5967,19.885067283175893,50.08206637199804
5968,19.888562201522284,50.08145191895197
5969,19.888272522948675,50.081515602126515
5970,19.922703474294387,50.05961532962593
5971,19.923046797048293,50.05955936615605
5972,19.92342632962391,50.05949909773081
5973,19.912062166258693,50.069210054686565
5974,19.898136137053374,50.06011910553817
5975,19.93091964628547,50.07244247905523
5976,19.93123346474022,50.072587084121075
5977,19.932732819579538,50.07121848299588
5978,19.932966171763844,50.07096713816664
5979,19.933137833140787,50.07078293255803
5980,19.933395325206217,50.070533307005995
5981,19.933711825869974,50.067453337247194
5982,19.932174920104437,50.06724157129904
5983,19.93106716778129,50.06710211516403
5984,19.930766760371625,50.06705562969559
5985,19.930436848662804,50.067012587555034
5986,19.929766296409078,50.06692133808925
5987,19.93011766579003,50.066971267063714
5988,19.932569204829637,50.067305273349234
5989,19.93294739630074,50.06734831522717
5990,19.93331217672676,50.06739996542967
5991,19.929361282847825,50.066871409062784
5992,19.92882060818373,50.069313351026096
5993,19.928654311224808,50.06947173831465
5994,19.928434370085597,50.06965078418488
5995,19.928214428946383,50.06984015889714
5996,19.92799985222518,50.07003297601768
5997,19.92777454666793,50.070198247218265
5998,19.929165481589724,50.06343823341987
5999,19.929870902560644,50.073275673690596
6000,19.924488484393805,50.07388302300224
6001,19.924426018260412,50.073656115187
6002,19.924375056289136,50.073470198452725
6003,19.924299954436716,50.07323780152123
6004,19.924246310256425,50.07303983287639
6005,19.924192666076117,50.07285907818253
6006,19.925559042021632,50.07378931203374
6007,19.9268679600209,50.070532231030974
6008,19.92651927284896,50.070711272941985
6009,19.931179254781455,50.075711157177466
6010,19.931293248664584,50.075934074609066
6011,19.93141797138378,50.076204328329254
6012,19.931616454850875,50.076635526174535
6261,19.898970304057002,50.07615795926818
6013,19.93168082786724,50.07679991395283
6014,19.93178141070529,50.07708823670542
6015,19.931864559184756,50.07734643471379
6016,19.931934296619136,50.07762098373735
6017,19.931987940799445,50.07779569593374
6018,19.932063042651862,50.0780771275419
6019,19.932147532235827,50.078390401150536
6020,19.932226657401767,50.078666665464006
6021,19.932268231641494,50.07892313371328
6022,19.932325899135318,50.07911075055687
6023,19.932368814479567,50.07933709467086
6024,19.93244257522748,50.07966240867395
6025,19.928589938208457,50.07936302090083
6026,19.927982627414174,50.078398469640184
6027,19.927902161143717,50.07820052230175
6028,19.926787137519568,50.081047980629876
6029,19.93080508662388,50.07579550443561
6030,19.930715232621882,50.07597194464888
6031,19.930575757753104,50.07623014866869
6032,19.930434941779822,50.0764788838928
6033,19.929718791972842,50.07744196762446
6034,19.929512261878696,50.07764680331383
6035,19.9293151195161,50.077831843205225
6036,19.92906433297321,50.078080570120186
6037,19.928857802879065,50.07829573077035
6038,19.928659319411963,50.07849023516715
6039,19.927815764676787,50.0750096920887
6040,19.921610474120826,50.08180013149284
6041,19.92471682839096,50.07687403888579
6042,19.92126750759781,50.0782166593436
6186,19.931630431674424,50.06471752468152
6043,19.923123596236117,50.07397867040353
6044,19.924534438177943,50.07554859463257
6045,19.925060151144862,50.07050468606227
6046,19.925172803923484,50.07092474511613
6047,19.92525863461197,50.07131725598858
6048,19.911060570739217,50.07618829819488
6049,19.91297411732376,50.07705649977097
6050,19.91239476017653,50.07709092627519
6051,19.91184222511947,50.07719076299771
6052,19.91138624958694,50.07678108684711
6053,19.911225317046036,50.07653665655219
6054,19.912201641127467,50.074264427982236
6055,19.917249558493484,50.06838023268608
6056,19.91734230425209,50.06900281573435
6057,19.9173943977803,50.06939254473578
6058,19.917437313124527,50.069767852277074
6059,19.917313931509852,50.06884851574598
6060,19.917297838255767,50.06865225060834
6061,19.91765188984573,50.068955256097695
6062,19.918016670271747,50.06894492639661
6063,19.908650396391756,50.07149629496878
6064,19.90807640366255,50.071131330186326
6065,19.907212732359763,50.07132414211557
6066,19.902585502713915,50.05890469633176
6067,19.903100486844767,50.05877382586922
6068,19.903529640287157,50.058553411651665
6069,19.905535932630304,50.05732733908432
6070,19.903787132352587,50.058388100324
6071,19.90418409928679,50.05816079631839
6072,19.905243990942843,50.06551189917384
6073,19.905640957877036,50.06535005531597
6074,19.906054018065337,50.06511245376931
6075,19.914225577376783,50.05272735042905
6076,19.91398417856544,50.052866848355805
6077,19.915103791281584,50.053217098307286
6078,19.914969680830847,50.053358316986824
6079,19.91481947712599,50.053520201303286
6080,19.91468536667525,50.05367175208335
6081,19.914540527388446,50.05384741261585
6082,19.906791206449267,50.05656963812582
6083,19.907102342694994,50.05636987860729
6084,19.90804576780647,50.055923645558174
6085,19.90889405831694,50.05568793467484
6086,19.909280296415087,50.055612162528504
6087,19.909677263349284,50.05560527414563
6088,19.910855172201998,50.055386998001175
6089,19.911225317046043,50.055297448526495
6090,19.911584733054035,50.05522856420145
6091,19.91187977604568,50.05514590288087
6092,19.912153361365203,50.055059797187184
6093,19.91323697380721,50.05433994754242
6094,19.92153036408127,50.05296910352286
6095,19.92325389292092,50.05419636380047
6096,19.92297339253128,50.054481162917476
6097,19.922705171629772,50.05477392517603
6098,19.922453043982394,50.055032243332555
6099,19.92406463250518,50.05446178888146
6100,19.924686904996634,50.05465466782455
6101,19.919938682578493,50.05492827044178
6102,19.91903590969741,50.05589329381075
6103,19.919448969885703,50.05544899369348
6104,19.91967427544296,50.05521823154419
6105,19.919202206656333,50.05570041984654
6106,19.918848155066367,50.05609649947001
6107,19.91823661141098,50.05688864890822
6108,19.9184029083699,50.05660967603273
6109,19.91862821392714,50.056337589813914
6110,19.92066669277847,50.05489791806472
6111,19.920484302565445,50.05458793524225
6112,19.92016780190169,50.0544122774206
6113,19.92419647984207,50.05585196374082
6114,19.92444860748946,50.05564531285726
6115,19.924625633284453,50.05549032411047
6116,19.905564724467695,50.071743548422944
6117,19.92615449242293,50.061861670929474
6118,19.9267767649144,50.06195809562467
6119,19.9272810202092,50.06199253296883
6120,19.925836860202256,50.0611877688209
6121,19.92542111780494,50.06110339586837
6122,19.92499196436256,50.061000081846835
6123,19.926937697455283,50.06036706336942
6124,19.926508544012904,50.060659789715096
6125,19.925993559882045,50.060997283755654
6126,19.925811169669025,50.06150696413286
6127,19.925591228529807,50.06195120815287
6128,19.92541956715285,50.06229558053152
6129,19.930011508986354,50.06078721121347
6130,19.930140255019065,50.06041872108964
6131,19.92918962147087,50.06101385706254
6132,19.929921864531927,50.06103107607664
6133,19.930498539470136,50.061065514086316
6134,19.931136905215677,50.06109995207122
6135,19.93169480469078,50.061144721414664
6136,19.930478213354938,50.061252124621156
6137,19.930478213354945,50.06151385166848
6138,19.93054258637131,50.06188233338047
6139,19.930918095633384,50.061920214517485
6140,19.931309698149555,50.06192365825578
6141,19.930536090396348,50.0625893712629
6142,19.931112765334547,50.06260658971147
6143,19.93174040224403,50.062628973685435
6144,19.93049430660903,50.06345954087204
6145,19.932677624747157,50.06348708988706
6146,19.93157791905104,50.06349053351283
6147,19.930816171690818,50.063476759008275
6148,19.931185184977956,50.06348988783302
6149,19.931895970366885,50.06349849689645
6150,19.932298301719136,50.06352432407754
6151,19.930374592076976,50.06229375105978
6152,19.93031290126964,50.062587326571744
6153,19.930344102904204,50.06291544458327
6154,19.930381653830413,50.063290802809746
6155,19.92823052220047,50.062330017633435
6156,19.928852794691917,50.06239889176303
6157,19.929469702765346,50.06248842798372
6158,19.92995786480606,50.06256074557846
6159,19.927550791762766,50.063910008327234
6160,19.927153824828558,50.06389623394315
6161,19.92670589592308,50.063885903152475
6162,19.926405488513396,50.06388418135385
6163,19.926080941222608,50.06387212876147
6164,19.92571616079658,50.06386696336385
6165,19.925359426997595,50.06385835436651
6166,19.93529701139778,50.06565587948734
6167,19.935111938975755,50.06577812252337
6168,19.93464791681618,50.0657540182874
6169,19.93438350968063,50.06569095982709
6170,19.931960343383253,50.0648191089319
6171,19.933004854246967,50.06522953293937
6172,19.93336427025497,50.06536727277359
6173,19.93227529339492,50.064929947434216
6174,19.932634709402922,50.065074575153076
6175,19.933702228590857,50.065487794804056
6176,19.93407773785293,50.06560487305801
6177,19.932791828177876,50.063553594865965
6178,19.932864247821268,50.06357081296842
6179,19.932243106886748,50.064075946299745
6180,19.932339666411284,50.06411038212359
6181,19.931937335059047,50.06438931138521
